Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2010-08-19,7.62443,7.64446,7.50056,7.53652,504630914.22373
2010-08-20,7.52062,7.65771,7.51003,7.52881,453901686.05241
2010-08-23,7.59312,7.60081,7.39617,7.41386,489343413.58305
2010-08-24,7.32901,7.32901,7.19814,7.23576,711400047.99385
2010-08-25,7.23576,7.35875,7.15498,7.32574,705546770.2577
2010-08-26,7.40337,7.41216,7.24713,7.24713,550921075.31643
2010-08-27,7.28526,7.31704,7.1048,7.28791,649108700.29033
2010-08-30,7.26026,7.41216,7.258,7.31399,453142100.12148
2010-08-31,7.29227,7.37611,7.2491,7.33195,497352694.50952
2010-09-01,7.46491,7.58382,7.42827,7.54995,824029766.47538
2010-09-02,7.58145,7.60536,7.4972,7.60536,490876372.44288
2010-09-03,7.68881,7.80438,7.67528,7.80398,615999349.69317
2010-09-07,7.7368,7.82788,7.72872,7.77622,405581758.30515
2010-09-08,7.83419,7.97346,7.81406,7.9292,622422529.49921
2010-09-09,7.99539,8.03875,7.9292,7.93376,518200306.04798
2010-09-10,7.9379,7.97691,7.88347,7.94403,458759797.07324
2010-09-13,8.02176,8.09139,8.01554,8.05376,459675661.97249
2010-09-14,8.02837,8.11796,8.00833,8.08516,479953609.37486
2010-09-15,8.08289,8.15471,8.07845,8.14974,505959211.54307
2010-09-16,8.15144,8.34394,8.12821,8.34127,769869220.0825
2010-09-17,8.36981,8.38275,8.25396,8.30503,750679781.33053
2010-09-20,8.32725,8.55855,8.32004,8.54235,779729895.27648
2010-09-21,8.55974,8.6667,8.52863,8.55855,789196616.90033
2010-09-22,8.53237,8.68537,8.51716,8.67847,692431795.53777
2010-09-23,8.64052,8.82976,8.62553,8.71371,929391194.67568
2010-09-24,8.80655,8.85337,8.76251,8.81634,767272595.89818
2010-09-27,8.86682,8.88825,8.77671,8.7813,571354895.68095
2010-09-28,8.79737,8.79993,8.29425,8.6517,1224674978.6301
2010-09-29,8.66078,8.74047,8.62553,8.6672,555367971.93572
2010-09-30,8.71589,8.7464,8.48201,8.55775,796683960.1731
2010-10-01,8.63538,8.6435,8.48517,8.52112,530585550.97244
2010-10-04,8.49603,8.53237,8.3773,8.40409,514620377.41378
2010-10-05,8.51569,8.72973,8.50009,8.71441,591682545.93495
2010-10-06,8.73743,8.80625,8.60368,8.72231,792120613.69077
2010-10-07,8.75677,8.76082,8.65307,8.72329,482562190.99812
2010-10-08,8.79915,8.88133,8.7464,8.86976,777724003.00043
2010-10-11,8.8904,8.96419,8.88458,8.90798,505319084.57837
2010-10-12,8.90928,9.0328,8.82118,9.00407,659474469.45012
2010-10-13,9.04922,9.10641,9.04221,9.05229,736322591.71432
2010-10-14,9.09525,9.12301,9.06,9.11807,513248735.64388
2010-10-15,9.27225,9.50138,9.1964,9.49348,1086131702.9233
2010-10-18,9.60509,9.6209,9.48064,9.59027,1276945715.0783
2010-10-19,9.15275,9.46483,9.04873,9.33544,1454575446.9542
2010-10-20,9.32063,9.47865,9.25545,9.36608,849997392.38448
2010-10-21,9.41942,9.49348,9.25327,9.33544,648157784.19899
2010-10-22,9.32063,9.35136,9.23767,9.27324,438121257.45664
2010-10-25,9.32361,9.39867,9.30275,9.3157,455755841.36446
2010-10-26,9.25545,9.34237,9.21821,9.29051,460396139.68693
2010-10-27,9.27443,9.34741,9.21654,9.28349,464884758.75701
2010-10-28,9.28766,9.28954,9.0751,9.20596,649580523.01133
2010-10-29,9.17832,9.22522,9.07403,9.07747,504571612.00897
2010-11-01,9.12745,9.21654,9.11411,9.17327,500141864.84783
2010-11-02,9.26632,9.3553,9.2594,9.33052,511297406.14385
2010-11-03,9.39472,9.4372,9.30572,9.43422,601327026.3804
2010-11-04,9.50533,9.65745,9.50236,9.59818,758812047.70587
2010-11-05,9.59027,9.63866,9.55176,9.56361,427027326.83947
2010-11-08,9.56361,9.64459,9.55273,9.60903,331559739.77958
2010-11-09,9.68113,9.69002,9.48656,9.53299,452727070.67929
2010-11-10,9.55077,9.61299,9.45792,9.59225,451534115.16655
2010-11-11,9.50236,9.60212,9.47865,9.54879,427265557.29513
2010-11-12,9.51622,9.54484,9.15739,9.28954,941378013.88711
2010-11-15,9.30375,9.36608,9.23668,9.26038,476590037.48667
2010-11-16,9.21475,9.27717,9.02689,9.09564,777897581.27457
2010-11-17,9.08015,9.16874,8.98009,9.06344,566774463.52697
2010-11-18,9.21288,9.3404,9.18917,9.30275,583256919.33677
2010-11-19,9.28954,9.30177,9.20596,9.25131,455294461.40599
2010-11-22,9.25042,9.452,9.22502,9.452,463721739.36597
2010-11-23,9.36509,9.40262,9.24616,9.31156,612940826.14596
2010-11-24,9.41052,9.51423,9.40262,9.49545,489834409.71821
2010-11-26,9.45792,9.58139,9.43914,9.50138,281529770.69037
2010-11-29,9.53792,9.57447,9.39176,9.55571,523520839.88607
2010-11-30,9.45692,9.48261,9.37605,9.38484,592950178.23573
2010-12-01,9.52015,9.58336,9.50138,9.54188,544009947.9653
2010-12-02,9.57546,9.6209,9.49843,9.5952,548063977.41006
2010-12-03,9.55768,9.61003,9.54088,9.57348,405026143.40045
2010-12-06,9.60609,9.72164,9.60212,9.65645,526606386.63781
2010-12-07,9.76804,9.77102,9.59423,9.59718,461585139.42373
2010-12-08,9.64459,9.68212,9.56261,9.68212,379735090.85144
2010-12-09,9.72459,9.72657,9.62187,9.6436,347606100.39998
2010-12-10,9.64065,9.68311,9.60804,9.66829,310685074.66206
2010-12-13,9.78188,9.80263,9.68113,9.70089,519648264.8304
2010-12-14,9.71077,9.72757,9.6209,9.66038,415555247.53125
2010-12-15,9.65545,9.74139,9.62682,9.66238,491653420.6896
2010-12-16,9.6841,9.72953,9.65545,9.68805,380439155.18378
2010-12-17,9.69201,9.70485,9.65842,9.66929,457547715.73309
2010-12-20,9.69299,9.74831,9.59818,9.71768,454770920.98971
2010-12-21,9.74532,9.78288,9.71177,9.77693,302947044.33995
2010-12-22,9.78188,9.82237,9.7582,9.80657,314756729.43256
2010-12-23,9.80066,9.80558,9.74731,9.76014,264084544.62366
2010-12-27,9.74731,9.81448,9.69595,9.79175,295182537.55483
2010-12-28,9.82929,9.852,9.80263,9.81546,207931926.3647
2010-12-29,9.83522,9.84508,9.8036,9.81051,193144024.93781
2010-12-30,9.81349,9.81644,9.74338,9.76212,186407279.77332
2010-12-31,9.74139,9.75621,9.69002,9.72855,229008970.88321
2011-01-03,9.79571,9.95964,9.79571,9.93896,526221608.19991
2011-01-04,10.0288,10.0288,9.89645,9.99124,365741088.44657
2011-01-05,9.95168,10.0851,9.93697,10.0742,300072290.73331
2011-01-06,10.1049,10.1118,10.0407,10.0662,355058144.422
2011-01-07,10.0781,10.1444,10.01,10.1384,367314147.75744
2011-01-10,10.2194,10.3538,10.1701,10.328,530288714.89119
2011-01-11,10.4052,10.4062,10.2372,10.3043,524118095.23035
2011-01-12,10.3587,10.3893,10.3142,10.3893,357644066.64784
2011-01-13,10.4111,10.4544,10.3714,10.4258,351123184.13705
2011-01-14,10.4356,10.5077,10.3893,10.5077,364138230.71185
2011-01-18,9.86386,10.3992,9.83026,10.2738,2204791223.9671
2011-01-19,10.5117,10.5127,10.1602,10.2194,1341657304.1106
2011-01-20,10.1404,10.2016,9.95565,10.0348,904421545.12568
2011-01-21,10.0742,10.1019,9.85003,9.853,892099128.89862
2011-01-24,9.86386,10.1769,9.853,10.1769,678606267.47395
2011-01-25,10.1404,10.2985,10.0921,10.2975,644260538.95219
2011-01-26,10.343,10.4239,10.3004,10.3714,599496381.96503
2011-01-27,10.3724,10.3973,10.34,10.3528,336985995.19764
2011-01-28,10.3853,10.3883,10.0604,10.1374,699949948.70613
2011-01-31,10.1314,10.2549,10.0841,10.2334,446268491.38658
2011-02-01,10.3014,10.4249,10.2846,10.4082,503754164.62836
2011-02-02,10.3893,10.4131,10.3615,10.3853,306257525.60425
2011-02-03,10.3674,10.3833,10.2095,10.3597,465602976.60663
2011-02-04,10.3635,10.4564,10.3615,10.4505,380583789.57078
2011-02-07,10.495,10.654,10.4852,10.6125,573367030.93485
2011-02-08,10.6629,10.722,10.6205,10.7124,449954197.2874
2011-02-09,10.7124,10.8278,10.7024,10.8031,570809992.85957
2011-02-10,10.7922,10.8565,10.495,10.6935,1098127698.2794
2011-02-11,10.7024,10.7912,10.6639,10.7636,434748754.44491
2011-02-14,10.7616,10.8417,10.7586,10.8318,367092744.78994
2011-02-15,10.8328,10.8565,10.7844,10.8545,335106014.44994
2011-02-16,10.8782,11.0057,10.8722,10.9512,562630050.62608
2011-02-17,10.7696,10.8653,10.7528,10.8071,626846104.55637
2011-02-18,10.8071,10.8417,10.5405,10.5721,963112722.60994
2011-02-22,10.3112,10.4181,10.1848,10.2125,1030748997.9345
2011-02-23,10.2135,10.3953,10.2125,10.334,794480883.55273
2011-02-24,10.3754,10.4111,10.2045,10.342,591176302.79954
2011-02-25,10.4161,10.5067,10.4012,10.4989,448941532.81934
2011-02-28,10.5908,10.7084,10.5888,10.653,476087927.31195
2011-03-01,10.7144,10.728,10.4852,10.5345,538718043.13177
2011-03-02,10.5533,10.6876,10.5057,10.6195,712470103.1064
2011-03-03,10.7804,10.8506,10.734,10.8436,590436299.32642
2011-03-04,10.8436,10.8653,10.7902,10.8565,536041333.46857
2011-03-07,10.9058,10.9078,10.5947,10.7182,645710710.01269
2011-03-08,10.7004,10.7795,10.6235,10.729,421383283.02268
2011-03-09,10.6975,10.6995,10.573,10.6303,536559865.12528
2011-03-10,10.5235,10.5484,10.4032,10.4554,600511939.10057
2011-03-11,10.4072,10.6253,10.4072,10.6165,556773237.29495
2011-03-14,10.6422,10.7518,10.5947,10.6639,516272246.47338
2011-03-15,10.3102,10.4912,10.2569,10.4191,852953944.59335
2011-03-16,10.3102,10.346,9.83916,9.95268,1365498587.5553
2011-03-17,10.1622,10.2421,9.97256,10.094,779846963.7674
2011-03-18,10.1612,10.1988,9.95168,9.97256,891398611.29859
2011-03-21,10.1384,10.246,10.1118,10.2324,489101861.16658
2011-03-22,10.332,10.334,10.2284,10.2915,386031919.71098
2011-03-23,10.2314,10.2599,10.1324,10.2294,441487294.74397
2011-03-24,10.3102,10.4356,10.2204,10.4062,478968835.81033
2011-03-25,10.495,10.6175,10.4654,10.6025,531376902.5841
2011-03-28,10.654,10.6866,10.5681,10.5681,365613926.5002
2011-03-29,10.4803,10.5848,10.4375,10.5848,416985443.29007
2011-03-30,10.5769,10.5819,10.4783,10.5127,389176187.51151
2011-03-31,10.4485,10.5493,10.4375,10.5097,324239785.46476
2011-04-01,10.5888,10.6035,10.3558,10.3933,495005388.49584
2011-04-04,10.3933,10.3943,10.2045,10.2905,543559066.45598
2011-04-05,10.1503,10.3221,10.1344,10.2214,571515863.4638
2011-04-06,10.2985,10.3724,10.1691,10.1948,475976599.60669
2011-04-07,10.1958,10.2669,10.1354,10.1958,441796831.42761
2011-04-08,10.2529,10.2579,10.0722,10.1058,446214802.38447
2011-04-11,10.0911,10.1236,9.95268,9.9774,472158003.12364
2011-04-12,9.97356,10.0662,9.95764,10.0258,503422233.81816
2011-04-13,10.0999,10.1384,10.0288,10.1384,409698530.38613
2011-04-14,10.094,10.1344,10.015,10.0258,356961142.98656
2011-04-15,10.0624,10.0633,9.85596,9.8767,536840404.26012
2011-04-18,9.83324,10.0199,9.65645,10.009,724554015.50707
2011-04-19,10.0516,10.1928,10.004,10.1888,495473986.45451
2011-04-20,10.3674,10.4278,10.3004,10.327,800946202.95307
2011-04-21,10.6876,10.7104,10.5097,10.5769,891730998.73917
2011-04-25,10.5711,10.6698,10.5642,10.647,314644963.32163
2011-04-26,10.6639,10.7064,10.5355,10.5672,399645529.75971
2011-04-27,10.6244,10.6263,10.4674,10.5593,420563963.55868
2011-04-28,10.4415,10.5474,10.421,10.4584,427038074.35975
2011-04-29,10.4654,10.6756,10.4554,10.5593,1189500903.3348
2011-05-02,10.5464,10.5691,10.4201,10.4445,522914431.68422
2011-05-03,10.4932,10.5513,10.4239,10.4998,370978009.31066
2011-05-04,10.5018,10.6105,10.4614,10.5414,462497714.76166
2011-05-05,10.5037,10.5848,10.4375,10.4584,397174268.33726
2011-05-06,10.5503,10.5553,10.4425,10.4544,331554489.03628
2011-05-09,10.4922,10.5305,10.4505,10.4832,242302785.75792
2011-05-10,10.5186,10.5454,10.4544,10.5385,337547135.22887
2011-05-11,10.5295,10.5553,10.4131,10.4714,395583793.28488
2011-05-12,10.4495,10.4684,10.3221,10.4524,378711923.8843
2011-05-13,10.4298,10.4435,10.2649,10.2699,385874021.78035
2011-05-16,10.2294,10.2925,10.0318,10.0525,532122429.15879
2011-05-17,10.013,10.1384,9.97455,10.1384,535459415.23566
2011-05-18,10.1493,10.2866,10.1344,10.2489,395580338.68863
2011-05-19,10.3162,10.327,10.2135,10.2709,308585646.05394
2011-05-20,10.246,10.2836,10.1058,10.1108,400150726.99889
2011-05-23,9.95367,10.1334,9.93495,10.0871,452552861.62746
2011-05-24,10.1188,10.1305,9.99323,10.019,381058357.13657
2011-05-25,10.0525,10.2105,10.0398,10.1572,347915002.25601
2011-05-26,10.1275,10.1602,10.0881,10.1049,263477735.47805
2011-05-27,10.0979,10.1819,10.0841,10.1759,241027866.60803
2011-05-31,10.2945,10.4912,10.2846,10.4912,493382646.58302
2011-06-01,10.5275,10.6195,10.3963,10.421,655338810.48801
2011-06-02,10.4514,10.495,10.3853,10.4395,401084461.23259
2011-06-03,10.3509,10.4161,10.3142,10.3597,370771193.20369
2011-06-06,10.4268,10.4654,10.1878,10.1948,545995154.17572
2011-06-07,10.1978,10.1988,10.01,10.014,626960499.0764
2011-06-08,10.013,10.0979,9.97256,10.0199,394826776.02649
2011-06-09,10.0525,10.0643,9.9754,9.99723,325588946.03446
2011-06-10,9.97057,10.0032,9.81644,9.8283,513731335.24717
2011-06-13,9.86782,9.90139,9.80263,9.85003,390105665.26145
2011-06-14,9.95367,10.0516,9.93206,10.0268,395525130.96016
2011-06-15,9.93395,9.96163,9.79669,9.85398,468752783.70847
2011-06-16,9.85596,9.91327,9.60015,9.80657,600805563.5818
2011-06-17,9.92511,9.9301,9.63175,9.65941,728097266.89947
2011-06-20,9.56953,9.58139,9.36509,9.51224,757417944.98545
2011-06-21,9.54583,9.82435,9.5083,9.81051,583325891.78857
2011-06-22,9.80066,9.91921,9.72361,9.72953,461679457.39365
2011-06-23,9.61891,10.0032,9.59423,9.98924,661243094.14301
2011-06-24,9.99823,10.0486,9.8036,9.84213,520596989.90585
2011-06-27,9.88064,10.0702,9.86978,10.014,401737968.17659
2011-06-28,10.0624,10.1552,10.0574,10.1118,347599989.04507
2011-06-29,10.1394,10.1454,10.009,10.0751,417418319.79206
2011-06-30,10.0881,10.1384,10.0388,10.1236,382205058.31902
2011-07-01,10.1324,10.3606,10.0801,10.3538,520744967.51584
2011-07-05,10.345,10.5493,10.33,10.5375,420048158.52206
2011-07-06,10.5235,10.6796,10.4564,10.6085,525778935.91285
2011-07-07,10.7004,10.7971,10.6766,10.7736,472205626.33262
2011-07-08,10.6629,10.8565,10.6215,10.8486,579498288.24566
2011-07-11,10.7518,10.8496,10.6413,10.6766,523803671.28525
2011-07-12,10.6619,10.7883,10.5127,10.6698,533990380.58117
2011-07-13,10.8081,10.8565,10.7488,10.7981,462599931.12118
2011-07-14,10.8841,10.9058,10.7479,10.7902,507991246.16233
2011-07-15,10.887,11.0087,10.8318,11.0067,572077197.892
2011-07-18,11.0222,11.299,11.0183,11.2734,676121162.35441
2011-07-19,11.3976,11.4205,11.2594,11.3652,950607576.26364
2011-07-20,11.9449,11.9519,11.6416,11.6695,1112858853.0017
2011-07-21,11.6724,11.7641,11.5785,11.6811,622803026.14122
2011-07-22,11.7128,11.9143,11.6949,11.8608,609366342.65203
2011-07-25,11.768,12.0633,11.7513,12.019,697166829.98615
2011-07-26,12.0633,12.1987,12.0535,12.1651,563581741.26787
2011-07-27,12.0742,12.1443,11.8273,11.8402,778705246.0324
2011-07-28,11.8106,11.9735,11.7059,11.8165,702735206.80532
2011-07-29,11.6869,11.9182,11.5815,11.777,747834951.69577
2011-08-01,12.003,12.0486,11.8342,11.9658,723162078.49045
2011-08-02,11.9981,12,11.7137,11.7306,755991911.54937
2011-08-03,11.7956,11.8678,11.5283,11.8402,867406231.79236
2011-08-04,11.7395,11.8026,11.3808,11.3818,1026013695.1778
2011-08-05,11.4577,11.5666,10.9355,11.2684,1425188861.2062
2011-08-08,10.8999,11.0914,10.647,10.653,1350348318.0169
2011-08-09,10.9118,11.298,10.7064,11.2792,1279948139.9109
2011-08-10,11.1893,11.299,10.9325,10.969,1039456636.8321
2011-08-11,11.1744,11.3225,11.0009,11.2704,877740889.33624
2011-08-12,11.4125,11.4502,11.2861,11.3692,625879492.93424
2011-08-15,11.4512,11.6109,11.4026,11.5636,544430800.2044
2011-08-16,11.5054,11.5626,11.3414,11.4766,590289973.07823
2011-08-17,11.5319,11.5975,11.4006,11.4746,521530848.67512
2011-08-18,11.1794,11.2376,10.899,11.0411,1006762553.6109
2011-08-19,10.9098,11.069,10.736,10.737,918090234.31738
2011-08-22,10.9989,11.0047,10.7094,10.7498,632975314.62404
2011-08-23,10.8663,11.2694,10.7676,11.2674,776780792.92669
2011-08-24,11.2634,11.4304,11.1764,11.3454,693146695.4765
2011-08-25,11.0096,11.3225,11.0087,11.2714,1030818634.5759
2011-08-26,11.1943,11.5755,11.1824,11.5686,758667662.38999
2011-08-29,11.7078,11.8076,11.7019,11.7611,479191943.8013
2011-08-30,11.7098,11.8175,11.6486,11.7621,494080064.96877
2011-08-31,11.7919,11.8253,11.5164,11.6071,618478719.08946
2011-09-01,11.6387,11.6821,11.4826,11.4906,406331293.30496
2011-09-02,11.3078,11.4006,11.215,11.2802,519633334.73772
2011-09-06,11.072,11.4716,11.0531,11.453,602224648.3385
2011-09-07,11.6237,11.6297,11.5204,11.5795,413867115.33591
2011-09-08,11.5329,11.7217,11.5301,11.5855,491845824.08331
2011-09-09,11.5855,11.6416,11.3097,11.3847,668690599.19816
2011-09-12,11.2644,11.4876,11.217,11.4597,553037666.54501
2011-09-13,11.5253,11.6486,11.4687,11.6003,521378670.268
2011-09-14,11.6724,11.8283,11.6337,11.7425,632592966.14834
2011-09-15,11.8106,11.8718,11.7591,11.8511,491258259.22576
2011-09-16,11.9439,12.0791,11.9143,12.0791,823948310.09282
2011-09-19,11.9716,12.4625,11.9192,12.4159,972538357.6231
2011-09-20,12.5266,12.7547,12.4021,12.4693,916875034.52575
2011-09-21,12.6589,12.7161,12.4268,12.4318,715371821.1935
2011-09-22,12.095,12.3607,11.9648,12.1197,1145489510.1597
2011-09-23,12.0712,12.2659,12.0594,12.1937,646526742.9528
2011-09-26,12.0673,12.184,11.8026,12.1591,961810332.73748
2011-09-27,12.335,12.3428,12.004,12.0417,747432976.21296
2011-09-28,12.0781,12.176,11.9579,11.9744,508355635.19249
2011-09-29,12.1246,12.1316,11.6486,11.78,770435928.77707
2011-09-30,11.6762,11.7297,11.4956,11.4994,648381249.59689
2011-10-03,11.4726,11.5407,11.2545,11.297,790982056.93159
2011-10-04,11.3058,11.5144,10.6836,11.2337,1459538452.3554
2011-10-05,11.0944,11.4559,10.8663,11.4085,930650298.82167
2011-10-06,11.2505,11.6051,11.2141,11.3818,961036120.45914
2011-10-07,11.3325,11.3926,11.1132,11.1528,633998664.85082
2011-10-10,11.4364,11.7277,11.4065,11.7277,522047740.10734
2011-10-11,11.8402,12.1591,11.8076,12.0732,716171400.25213
2011-10-12,12.2876,12.3428,12.0683,12.1306,735943243.22944
2011-10-13,12.2144,12.3182,12.1493,12.3182,501691769.65649
2011-10-14,12.5758,12.7291,12.5236,12.7291,677043316.80579
2011-10-17,12.7111,12.8683,12.5435,12.6678,810969045.72374
2011-10-18,12.7161,12.8102,12.5455,12.7371,1022837454.1372
2011-10-19,12.1089,12.3182,11.9981,12.023,1305949622.2806
2011-10-20,12.0633,12.0752,11.8896,11.9221,650208963.88286
2011-10-21,12.012,12.0378,11.7849,11.8491,734179688.04517
2011-10-24,11.9459,12.26,11.9241,12.2372,594298389.09523
2011-10-25,12.2154,12.261,11.9853,11.9972,509113353.08998
2011-10-26,12.1246,12.1413,11.8559,12.0831,539474671.59621
2011-10-27,12.2995,12.3359,12.1216,12.2047,585247492.72617
2011-10-28,12.1532,12.256,12.1394,12.2125,381719947.75479
2011-10-31,12.1286,12.3448,12.096,12.2077,456495808.38815
2011-11-01,11.9893,12.0486,11.8579,11.9579,629176938.46385
2011-11-02,12.0692,12.0772,11.9162,11.9863,387775944.07415
2011-11-03,12.0417,12.1651,11.9231,12.1561,522681815.4537
2011-11-04,12.1366,12.1661,12.0378,12.0712,357175837.23343
2011-11-07,12.0613,12.0633,11.9469,12.0554,319320266.26194
2011-11-08,12.1316,12.3045,12.1119,12.251,473229134.50695
2011-11-09,11.9744,12.0921,11.8906,11.9211,660283572.94805
2011-11-10,11.9774,11.9804,11.5253,11.6188,881586614.32218
2011-11-11,11.6655,11.7237,11.4696,11.6003,773619775.59926
2011-11-14,11.5845,11.6198,11.4065,11.4393,512451808.28148
2011-11-15,11.4856,11.7473,11.4443,11.7277,509815706.32393
2011-11-16,11.7463,11.7976,11.5915,11.6051,412640510.92174
2011-11-17,11.5795,11.5994,11.3235,11.3828,568065673.54838
2011-11-18,11.4284,11.4607,11.3058,11.3078,440345579.03393
2011-11-21,11.1665,11.2101,11.0371,11.1292,529951746.97187
2011-11-22,11.1973,11.3986,11.1874,11.3554,484145786.22006
2011-11-23,11.3,11.3345,11.066,11.069,506933214.30019
2011-11-25,11.1052,11.1943,10.9581,10.966,301677441.74483
2011-11-28,11.2298,11.3612,11.1695,11.3434,409930960.31955
2011-11-29,11.3275,11.4265,11.1655,11.2555,444801928.20613
2011-11-30,11.4906,11.5292,11.4095,11.5273,480189082.83593
2011-12-01,11.5339,11.7336,11.4836,11.6999,454141278.29938
2011-12-02,11.769,11.8708,11.7207,11.7532,448676983.8482
2011-12-05,11.8658,11.9549,11.774,11.8521,422842638.32777
2011-12-06,11.8392,11.9014,11.7445,11.7909,335576727.48819
2011-12-07,11.7532,11.7909,11.6655,11.7355,360700279.70599
2011-12-08,11.8076,11.9279,11.769,11.783,445181590.56113
2011-12-09,11.8441,11.8837,11.7938,11.8708,351382217.09402
2011-12-12,11.8126,11.8797,11.7463,11.8175,354180413.72939
2011-12-13,11.8481,11.9241,11.6753,11.7277,400850562.18454
2011-12-14,11.6636,11.683,11.3906,11.4677,480762646.04885
2011-12-15,11.5606,11.5735,11.4105,11.4294,303354027.56985
2011-12-16,11.4736,11.5855,11.4482,11.4906,498730076.05261
2011-12-19,11.5347,11.608,11.4766,11.5273,277669666.40317
2011-12-20,11.686,11.9459,11.6801,11.9419,398704020.65949
2011-12-21,11.9589,11.9834,11.8224,11.9559,310164526.13674
2011-12-22,11.9744,12.0378,11.9459,12.021,238989061.50661
2011-12-23,12.0545,12.1711,12.0486,12.1631,318943917.76788
2011-12-27,12.1581,12.3389,12.1542,12.26,313739209.09008
2011-12-28,12.2718,12.3133,12.1049,12.1443,270514759.17024
2011-12-29,12.1611,12.2333,12.0791,12.2174,254726687.33089
2011-12-30,12.1681,12.252,12.1681,12.2134,212883458.2944
2012-01-03,12.3617,12.4407,12.3359,12.4031,357824834.5726
2012-01-04,12.3686,12.5059,12.3438,12.4693,308048901.83062
2012-01-05,12.5137,12.6236,12.4456,12.6086,320887106.89457
2012-01-06,12.6609,12.7517,12.644,12.7411,376940842.90463
2012-01-09,12.8318,12.8999,12.7092,12.7211,466354588.21162
2012-01-10,12.8437,12.8457,12.7131,12.7667,305745850.49084
2012-01-11,12.7489,12.7537,12.647,12.7459,254730459.84718
2012-01-12,12.7371,12.7557,12.6295,12.7101,251747178.05423
2012-01-13,12.6589,12.6807,12.6265,12.6619,267694800.19848
2012-01-17,12.7932,12.8457,12.7577,12.8062,287512111.8183
2012-01-18,12.8752,12.9533,12.8555,12.9413,327428354.51348
2012-01-19,12.974,13.0095,12.8623,12.8999,309647005.9518
2012-01-20,12.8922,12.8931,12.6599,12.6768,489649454.15859
2012-01-23,12.7479,12.9218,12.7381,12.8902,362014722.19092
2012-01-24,12.82,12.82,12.654,12.6797,643553608.27696
2012-01-25,13.705,13.706,13.3829,13.4708,1134487223.5417
2012-01-26,13.5251,13.535,13.3651,13.4106,383675146.96961
2012-01-27,13.3988,13.527,13.3849,13.4896,354910815.81442
2012-01-30,13.4441,13.6901,13.4333,13.6614,448687804.26734
2012-01-31,13.7463,13.8204,13.6634,13.7681,464046476.4756
2012-02-01,13.8263,13.8432,13.7395,13.7592,319191838.71026
2012-02-02,13.7503,13.7889,13.6921,13.7266,221090977.56132
2012-02-03,13.7919,13.873,13.7405,13.8631,339521052.23994
2012-02-06,13.8244,14.0241,13.8194,13.9933,295539543.54985
2012-02-07,14.0328,14.1673,14.0121,14.1393,374058035.99829
2012-02-08,14.1887,14.3796,14.1653,14.3766,482472975.9488
2012-02-09,14.4979,14.983,14.4919,14.8733,1045828883.6181
2012-02-10,14.8082,15.0086,14.7359,14.8813,747081853.7639
2012-02-13,15.0728,15.1944,14.9927,15.1588,612132141.8165
2012-02-14,15.2149,15.3681,15.1399,15.3651,545889745.45337
2012-02-15,15.5092,15.8718,14.9879,15.0105,1781870197.0841
2012-02-16,14.823,15.2269,14.6768,15.1458,1118035290.0819
2012-02-17,15.1745,15.3148,15.0905,15.1428,633964474.27031
2012-02-21,15.293,15.5271,15.2032,15.5271,715899452.04612
2012-02-22,15.4739,15.547,15.3534,15.4729,571846465.89467
2012-02-23,15.5341,15.618,15.3661,15.5736,672385378.98279
2012-02-24,15.6685,15.7719,15.6417,15.7574,491583596.73854
2012-02-27,15.7178,15.9391,15.5706,15.8589,647491782.18691
2012-02-28,15.9221,16.1474,15.8609,16.1474,709896506.86379
2012-02-29,16.3262,16.5169,16.1552,16.3608,1126639318.4293
2012-03-01,16.5288,16.5346,16.2481,16.4219,808606087.71611
2012-03-02,16.4219,16.491,16.3638,16.4449,510126764.77141
2012-03-05,16.4528,16.512,15.8649,16.0793,957081136.27326
2012-03-06,15.8027,16.0941,15.5686,15.9913,958312597.57436
2012-03-07,16.18,16.2185,15.7849,16.0052,775462391.62836
2012-03-08,16.1336,16.3775,16.0487,16.3458,610606340.20781
2012-03-09,16.4209,16.5209,16.3815,16.4449,495587851.44528
2012-03-12,16.5571,16.6481,16.497,16.6481,482287778.40545
2012-03-13,16.8141,17.1379,16.7588,17.1349,818082405.66565
2012-03-14,17.4302,17.9371,17.3541,17.782,1680142166.811
2012-03-15,18.0843,18.0962,17.4482,17.6604,1373243872.327
2012-03-16,17.634,17.7712,17.4302,17.6604,977515432.50537
2012-03-19,18.0467,18.1495,17.7672,18.1286,1067212988.2838
2012-03-20,18.0784,18.3044,17.5529,18.2758,967071600.81023
2012-03-21,18.1791,18.3874,18.1375,18.1722,762652777.09454
2012-03-22,18.0299,18.2304,17.9607,18.0754,739076057.8082
2012-03-23,18.1099,18.1505,17.9263,17.9776,509747314.02561
2012-03-26,18.0882,18.3113,17.9528,18.3054,705064547.29854
2012-03-27,18.2817,18.587,18.2778,18.5326,718104856.36777
2012-03-28,18.6501,18.743,18.4073,18.6274,775557014.35604
2012-03-29,18.4824,18.5949,18.3133,18.3934,719024350.01055
2012-03-30,18.3607,18.4151,18.0347,18.0813,864989121.06485
2012-04-02,18.1495,18.663,18.1069,18.6591,707777195.09004
2012-04-03,18.9198,19.067,18.7747,18.9799,987062081.66057
2012-04-04,18.8299,18.8765,18.6087,18.8289,677799684.0493
2012-04-05,18.9098,19.1419,18.8002,19.1006,601571366.166
2012-04-09,18.8842,19.2991,18.8586,19.1886,645613465.96329
